Code,Msoa_name,education_no qualifications,net weekly income,lone_parent_unemployed,work_49hr_more,no_car_in_household,families_with_3plus_kids,child_poverty,overcrowded_houses,limiting_long-term_illness_disability,health_life_expectancy_at_birth,self_harm_hospital_admission,hospital_admission_associated_with_alcohol,regular_smoking_at15,samhi_index.2011,AvPTAI2015,supermarket,fast_food,population_cannot_speak_english
E02000329,Greenwich 017,23.5,815,39.6,298,750,16.87344913,15.8,12.4,17.0,61.43852,62.7,98.7,2.9,-1.775668969827914,397.342314516129,0,0,2.0
E02000331,Greenwich 019,22.9,780,52.1,487,1364,18.04435484,26.3,19.9,16.9,59.93204,57.2,107.0,3.0,-1.138056245505081,422.521237804878,0,0,2.5
E02000332,Greenwich 020,16.0,985,42.4,480,858,16.5961945,15.3,11.6,14.1,67.02381,29.5,85.0,3.9,-1.522033466940668,342.6610628571428,0,0,1.6
E02000333,Greenwich 021,9.4,1205,45.7,865,961,14.03508772,12.2,12.1,13.2,70.24285,30.2,72.2,5.9,-1.147643459860485,483.3496923076923,1,0,0.9
E02000334,Greenwich 022,24.6,860,43.0,417,751,17.81818182,22.4,12.5,17.8,61.801065,42.5,102.2,3.0,-1.0673397015266,283.7962907801419,0,0,2.8
E02000335,Greenwich 023,21.3,965,33.8,477,588,13.50059737,8.4,5.1,15.3,66.31706,26.5,87.2,6.1,-2.083450263094483,346.4764454545455,0,0,0.9
E02000337,Greenwich 025,31.3,785,46.2,360,977,18.03738318,23.6,10.8,19.8,58.38809,49.8,96.7,2.7,-1.529618173742412,474.5215180722892,0,0,1.7
E02000339,Greenwich 027,18.5,1000,44.0,459,746,15.27777778,12.1,7.6,17.4,66.460825,47.7,86.5,5.1,-1.84396467077993,289.6217763975155,4,1,1.0
E02000340,Greenwich 028,21.2,870,44.9,441,878,14.63414634,15.2,9.7,17.7,66.441955,32.2,84.4,5.3,-1.490946666362126,961.5807051630436,1,1,1.0
E02000341,Greenwich 029,31.5,700,53.3,368,1132,20.53333333,30.1,14.1,20.2,58.521415,65.5,108.3,2.7,-1.24742962674195,460.248075862069,0,0,2.0
E02000342,Greenwich 030,21.7,780,52.4,305,771,16.80672269,23.1,13.7,15.0,65.26663,21.1,81.0,3.1,-1.527880960203862,370.9705634920635,0,0,1.6
E02000343,Greenwich 031,27.4,800,47.2,359,803,17.25394897,19.1,10.1,20.1,61.303085,50.4,89.6,3.4,-1.074779106481976,593.7215000000001,0,0,1.3
E02000344,Greenwich 032,23.3,940,32.7,445,512,13.11688312,8.8,7.7,16.0,66.66651,18.2,81.5,5.4,-1.269635308584132,474.944256,0,0,1.4
E02000345,Hackney 001,32.0,870,45.8,262,1511,44.85106383,10.9,30.6,10.1,63.879755,27.7,96.9,3.1,-1.871439763234969,234.2886133333333,1,1,9.9
E02000346,Hackney 002,27.6,645,55.3,221,1785,20.72409488,40.6,33.3,20.2,53.212955,61,115.6,2.3,-0.9960456949766532,209.7828693181818,0,1,11.4
E02000347,Hackney 003,28.6,815,51.5,302,1656,38.53028798,15.0,28.7,13.0,59.992915,25.7,88.8,3.0,-1.945548874221776,193.0142777777777,0,0,8.4
E02000348,Hackney 004,31.1,725,51.3,236,1803,35.60477002,18.6,27.7,14.1,58.941335,27.2,109.7,2.8,-1.750098602678385,263.8193,1,0,10.2
E02000350,Hackney 006,16.6,920,40.6,678,2151,24.18111753,15.8,31.1,11.7,61.3495,34.1,96.3,2.5,-1.732889619688456,157.0425608108108,0,6,6.7
E02000351,Hackney 007,11.2,990,53.3,941,2432,17.42209632,26.8,32.7,11.5,57.15228,32.5,97.8,2.8,-1.004475533160275,274.6010547945206,1,2,4.8
E02000352,Hackney 008,18.9,880,44.5,522,1635,24.6737841,15.2,25.8,15.9,58.94463,53.6,100.9,3.2,-0.9768441758176438,808.9709855072464,0,0,4.6
E02000353,Hackney 009,12.4,1085,42.2,795,1761,14.38848921,13.0,27.9,11.9,61.555165,33.5,86.5,3.3,-1.314483736534173,198.5894903846154,2,10,3.7
E02000354,Hackney 010,21.0,685,55.5,507,2703,21.29471891,27.7,32.4,17.1,54.661405,34.5,112.6,2.3,-1.534758878376182,198.142547309833,0,0,7.0
E02000355,Hackney 011,17.5,880,47.3,562,1858,20.42410714,18.2,29.0,15.6,58.544015,33.6,96.0,2.3,-1.338867986061376,186.9135327102804,1,2,6.0
E02000356,Hackney 012,11.8,1070,38.9,707,1794,14.38935913,15.6,27.0,12.0,63.328925,42.7,107.7,3.2,-1.154798912803909,442.6157579617835,0,2,4.1
E02000357,Hackney 013,27.6,575,53.5,192,1596,26.28968254,32.9,30.1,18.6,56.408575,59.8,163.8,2.1,-1.318706144040769,312.0955333333333,0,0,7.3
E02000358,Hackney 014,17.0,805,54.5,888,3218,15.73994867,30.4,31.0,14.7,57.1721,42.8,111.6,2.5,-1.069486699802115,147.5318170731707,1,3,6.0
E02000359,Hackney 015,19.7,830,54.5,427,1336,25.0,20.6,23.3,14.8,58.98009,31.4,85.0,2.4,-1.309741937399618,363.4596782608696,0,1,5.4
E02000360,Hackney 016,20.6,665,51.0,657,3310,20.02635046,32.8,33.5,15.6,57.15346,55.9,127.4,2.2,-1.373993096674894,211.5811666666666,1,1,6.5
E02000361,Hackney 017,16.1,810,51.1,597,2497,17.47815231,25.8,37.1,13.5,58.53365,20.5,104.0,2.4,-1.431436868761924,314.4030048076923,4,1,5.0
E02000362,Hackney 018,22.3,700,57.0,380,1526,25.0,35.0,28.0,18.2,57.440815,53,127.3,2.3,-1.090969542898315,265.3374101382489,0,0,4.0
E02000363,Hackney 019,26.2,615,57.2,416,3045,22.39170226,36.8,32.4,16.3,55.24609,44.7,140.1,2.2,-1.358651126333232,208.4639343434343,0,0,7.2
E02000364,Hackney 020,14.5,925,47.1,921,2447,16.468039,22.7,29.1,13.8,58.382215,38.5,98.5,2.5,-1.482447557288567,222.8891467391304,1,0,3.7
E02000365,Hackney 021,14.6,880,53.0,1480,3723,16.93171188,27.6,34.3,13.7,59.93526,31.5,109.2,2.6,-1.383073274819237,230.5552763819096,2,2,4.2
E02000366,Hackney 022,22.6,750,52.6,589,2246,21.1026616,23.5,25.1,16.8,57.683125,80,147.9,2.4,-1.210187011087023,375.5815416666667,1,0,4.5
E02000367,Hackney 023,12.9,940,48.3,977,2638,17.32495512,25.5,35.7,11.7,60.52893,51.3,175.2,2.7,-1.197739990410294,212.0699498069498,2,4,3.3
E02000368,Hackney 024,22.8,665,58.4,625,2659,22.46998285,32.9,33.8,17.8,56.034635,45.9,123.6,2.2,-1.232884449440561,142.4764128440367,0,0,6.4
E02000369,Hackney 025,19.6,740,56.4,1027,3522,18.08590806,29.8,34.6,15.4,56.75525,31.9,98.1,2.4,-1.20345583061189,171.3269613095238,2,0,5.8
E02000370,Hackney 026,20.6,750,53.2,801,2645,17.20542231,31.9,36.7,15.2,56.69124,38.2,92.2,2.5,-1.23688760199346,206.1182142857142,0,1,5.5
E02000371,Hackney 027,11.9,865,48.9,1754,4319,18.05128205,31.2,42.6,10.7,60.135985,19.7,81.9,2.9,-1.285667293569346,535.2217612966601,4,7,3.4
E02000372,Hammersmith and Fulham 0,23.0,770,54.0,497,2319,24.23112768,24.5,37.1,15.4,58.17657,65,162.1,2.5,-1.387628726740511,198.7910501474926,1,2,4.2
E02000373,Hammersmith and Fulham 0,25.7,650,55.4,261,1609,24.0776699,34.5,36.4,16.4,59.921415,32.2,155.4,2.3,-1.50488134479921,431.9973305084745,1,0,6.3
E02000374,Hammersmith and Fulham 0,17.6,930,53.8,587,1313,21.14882507,27.4,25.0,15.3,61.67841,22.9,120.8,2.8,-1.444504208973056,346.770376146789,0,0,3.5
E02000375,Hammersmith and Fulham 0,15.1,825,52.3,729,2084,17.6217765,25.3,34.8,15.0,57.566975,52.6,149.7,2.9,-0.9165866894816044,370.175375,3,1,3.5
E02000376,Hammersmith and Fulham 0,13.3,875,46.1,737,1995,12.77258567,25.7,34.5,13.3,58.33818,63.5,191.7,2.6,-0.4583796241070041,56.6051686746988,3,2,2.9
E02000377,Hammersmith and Fulham 0,14.4,850,47.8,748,2111,16.44815256,19.8,31.0,13.7,60.89533,58,168.7,2.9,-1.024941873783201,95.10318666666667,2,1,3.1
E02000378,Hammersmith and Fulham 0,9.4,1025,46.9,948,2088,16.36363636,19.7,33.2,11.7,62.775455,30.8,128.5,3.3,-1.175507499116673,371.9664444444445,3,0,2.4
E02000379,Hammersmith and Fulham 0,11.0,1020,50.0,780,1469,19.20374707,16.1,27.9,13.6,60.74867,43.5,147.6,4.3,-1.467393347737545,418.3629090909091,0,0,2.7
E02000380,Hammersmith and Fulham 0,10.5,1140,46.6,825,1211,14.89698891,11.7,22.6,11.4,65.149735,55.7,111.6,4.2,-1.247018366843198,234.6278058252427,0,0,1.8
E02000381,Hammersmith and Fulham 0,9.5,1155,42.0,1236,1896,16.94711538,13.6,29.4,10.8,64.71665,56.3,115.9,4.1,-0.9339833890866984,256.5538404255319,1,0,2.0
E02000382,Hammersmith and Fulham 0,9.9,1080,54.5,694,1474,16.47058824,13.7,28.1,12.4,66.35356,32.8,125.3,3.0,-0.8892334066494625,157.5978783592645,3,1,2.5
E02000383,Hammersmith and Fulham 0,9.1,990,41.9,1206,2814,15.2758133,15.7,30.9,11.9,62.88926,21.2,109.9,3.4,-1.618574801241781,274.3556374663073,2,0,2.5
E02000384,Hammersmith and Fulham 0,17.4,830,51.0,666,2151,20.25677603,29.2,29.4,17.3,60.19508,65.5,150.5,2.7,-0.6277013358680447,398.8895360824743,4,1,3.2
E02000385,Hammersmith and Fulham 0,6.7,1245,47.7,1083,1909,8.547008547,14.0,28.7,8.5,63.693415,30.6,86.9,4.4,-1.75378037960133,201.3158848920864,0,0,1.8
E02000386,Hammersmith and Fulham 0,17.1,810,49.2,753,2344,19.27846674,33.4,33.7,15.4,57.837215,44.9,146.7,2.5,-1.275217981169352,216.3207028571429,1,0,3.6
E02000387,Hammersmith and Fulham 0,14.0,935,51.9,684,1784,13.30998249,20.2,35.0,13.5,57.629485,24.1,136.0,2.9,-1.23065013633969,261.6885040650407,0,1,3.0
E02000388,Hammersmith and Fulham 0,12.8,985,47.4,1291,2276,14.13043478,14.0,26.1,12.6,65.087265,41.9,132.2,3.4,-1.259317365449638,230.8911077441078,2,3,1.9
E02000389,Hammersmith and Fulham 0,10.7,1205,35.9,1088,1519,15.18661519,6.4,17.9,10.9,70.220605,18.7,91.9,6.0,-1.542087406226119,490.5973333333333,3,0,1.7
E02000390,Hammersmith and Fulham 0,12.5,1010,48.0,935,1410,16.80261011,14.0,23.2,12.4,61.979735,43.8,114.4,4.1,-1.153849080993255,116.0592745098039,2,2,2.5
E02000391,Hammersmith and Fulham 0,10.9,1155,55.8,1353,1589,20.0,8.5,19.8,11.3,66.203415,34.6,102.3,5.3,-1.412824542532061,197.6903925619834,3,1,1.2
E02000392,Hammersmith and Fulham 0,9.9,1170,54.1,1715,2118,18.62269641,14.6,24.2,10.1,63.786255,25.3,105.9,4.3,-1.452636332884797,173.2599805555556,5,0,2.1
E02000393,Hammersmith and Fulham 0,8.0,1415,48.7,1185,1072,14.2599278,5.9,13.8,9.0,68.296355,18.8,70.9,6.6,-1.817445078581682,119.6278695652174,1,0,1.5
E02000394,Hammersmith and Fulham 0,12.4,960,44.3,1103,1760,13.62048894,21.5,26.0,11.8,64.766015,17,106.9,3.0,-1.409644921260108,122.585336492891,2,0,1.9
E02000395,Hammersmith and Fulham 0,6.3,1400,48.6,1119,1099,21.42857143,5.4,14.9,9.2,70.52056,24,88.4,6.5,-1.921753314044848,176.2075145631068,1,0,0.9
E02000396,Hammersmith and Fulham 0,11.7,1160,52.9,974,1110,19.6801968,19.1,20.7,10.2,65.203225,35.7,101.6,4.3,-1.462430420616031,436.6024909090909,0,0,2.1
E02000397,Haringey 001,17.0,780,46.0,525,1890,12.7388535,16.9,35.2,13.7,61.08146,31.5,103.1,2.8,-1.460914435155944,184.9447753623188,1,0,8.2
E02000398,Haringey 002,28.2,575,57.4,188,1597,23.80090498,33.1,35.3,16.4,53.71007,49.2,146.2,2.5,-1.560865521981814,291.4098134715026,0,0,10.7
E02000400,Haringey 004,16.4,915,46.5,468,1296,18.60019175,17.2,24.6,14.1,60.39243,40.4,88.0,3.5,-1.502388058429058,74.06052269170578,2,3,5.1
E02000401,Haringey 005,30.5,660,51.5,214,1107,24.6728972,30.6,26.2,17.4,57.20399,28.1,115.5,2.8,-1.80493435784845,189.6887445255474,0,1,9.1
E02000402,Haringey 006,29.5,625,54.0,203,1308,23.58402971,31.3,30.9,17.3,57.850215,23,119.1,2.7,-1.438512819479305,262.99892,0,0,10.1
E02000403,Haringey 007,16.6,820,50.2,469,1624,14.82444733,19.5,32.8,14.1,58.569435,18.8,101.5,2.8,-1.071581250616157,282.1734555555556,0,3,8.9
E02000404,Haringey 008,23.5,765,59.1,296,1396,25.0,24.5,31.2,15.9,58.94853,27.1,101.1,2.6,-1.687918356222872,224.7533684210526,1,0,10.0
E02000405,Haringey 009,7.7,1385,39.6,655,639,18.11111111,6.5,10.5,10.6,67.867785,42,76.3,6.2,-1.618905283467213,489.8248163265305,0,1,1.4
E02000406,Haringey 010,21.0,740,58.2,319,1566,18.54304636,23.8,27.8,16.7,57.43439,37,114.9,2.8,-1.626248139818727,192.1087027027027,0,0,9.3
E02000407,Haringey 011,24.6,630,47.0,300,1843,16.32841328,28.4,35.8,16.4,56.791265,22.3,116.7,2.6,-1.281562994135101,35.6163288973384,0,6,10.5
E02000408,Haringey 012,26.9,635,50.1,181,1590,20.31114952,29.7,33.5,15.3,59.568685,25.8,125.3,2.7,-1.727024906495654,142.0399121621622,2,4,11.8
E02000409,Haringey 013,27.0,655,49.2,269,1394,20.30401737,29.8,33.4,17.2,57.36951,32.2,109.7,2.6,-1.327448892013667,408.22175,1,0,10.5
E02000410,Haringey 014,7.2,1250,26.0,730,1055,17.47815231,4.8,17.4,10.9,68.9969,46.1,74.6,7.0,-1.478726841044842,192.9497509881423,1,0,1.2
E02000411,Haringey 015,22.5,675,49.5,243,1482,22.04568024,28.8,30.8,14.1,56.304445,30.1,97.1,2.5,-1.517146299362911,290.8587821782178,1,1,10.2
E02000412,Haringey 016,20.5,730,49.9,330,1868,14.44174757,27.8,38.2,17.2,55.478505,38.2,92.9,2.8,-1.070455694637198,268.9502707423581,7,1,9.4
E02000413,Haringey 017,10.0,1245,36.5,702,925,20.43314501,10.3,17.0,11.5,66.717745,54.8,78.9,5.2,-1.576636078714907,419.8048411764706,0,0,1.8
E02000414,Haringey 018,20.5,790,45.0,367,1362,20.27600849,23.9,26.6,13.8,60.015305,39.7,113.9,2.4,-1.620099250880324,642.51875,0,1,9.6
E02000415,Haringey 019,21.2,765,51.9,395,1551,19.91465149,23.6,29.7,15.3,59.61478,32.1,116.5,3.2,-1.49436127041876,356.6636052631579,0,0,10.3
E02000416,Haringey 020,16.1,855,52.2,635,1833,17.09786277,24.8,33.1,16.3,59.22033,72.4,120.3,2.9,-1.16140707261014,214.0943679245283,1,1,4.2
E02000417,Haringey 021,7.7,1310,31.3,789,1077,14.62140992,6.7,20.3,10.6,69.571255,54.7,74.5,5.5,-1.112455191566952,562.5708358974358,2,1,1.0
E02000418,Haringey 022,9.7,1295,37.3,609,627,13.45609065,5.1,10.4,11.4,70.324965,53.1,74.9,7.0,-1.419208486065188,694.657389380531,0,1,1.4
E02000419,Haringey 023,15.6,885,48.6,616,2059,15.24163569,19.4,35.1,12.8,59.209085,50.3,102.2,3.4,-1.390842394001402,200.2678695652173,1,0,8.5
E02000420,Haringey 024,22.8,650,47.2,348,1930,19.95708155,27.5,35.5,16.3,56.860875,32.3,114.3,2.7,-1.229022659857547,198.449225,2,0,11.8
E02000421,Haringey 025,22.6,625,51.6,292,1927,18.5492228,35.0,35.9,16.5,56.338765,37.1,142.4,2.6,-1.137372469958369,157.9082475247525,2,1,10.8
E02000422,Haringey 026,23.0,740,44.7,362,1699,22.6640159,24.1,35.1,16.1,57.06846,26.1,89.7,2.6,-1.494322069253408,269.126273381295,1,0,10.1
E02000423,Haringey 027,17.7,855,44.9,427,1547,17.56097561,20.5,30.8,14.5,58.80167,32.3,90.5,2.8,-1.712667359315136,293.9806335877863,0,0,9.5
E02000424,Haringey 028,10.5,1115,40.1,644,1410,12.47139588,14.1,22.2,11.6,63.083205,45.5,82.0,4.0,-1.216562952554382,251.0571774193548,0,0,2.5
E02000425,Haringey 029,28.8,840,49.1,193,1081,48.72611465,8.9,30.1,11.3,59.741015,40.9,123.3,3.2,-1.408575259836452,300.639,1,0,11.1
E02000426,Haringey 030,9.3,1240,42.7,882,1005,15.53133515,9.9,16.7,12.8,69.350695,24.7,67.2,5.8,-1.17935734003184,397.3503008130081,0,1,1.6
E02000427,Haringey 031,12.6,925,46.8,560,1741,11.49253731,19.4,34.3,12.0,62.609545,34.8,94.4,3.0,-1.511421575069651,194.9127376311844,1,3,6.3
E02000428,Haringey 032,23.0,670,55.0,323,1697,21.19565217,28.3,32.6,16.3,57.21419,37.2,104.4,2.7,-1.538928353374082,129.4996585365854,1,0,10.8
E02000429,Haringey 033,6.0,1360,23.6,899,1137,12.00527704,6.8,17.9,9.7,70.925885,38.5,56.6,5.8,-1.587619189536184,527.2434030612245,0,0,1.1
E02000430,Haringey 034,7.3,1290,30.1,950,1600,15.22346369,9.3,23.3,9.0,63.87665,24,76.6,4.7,-1.406446168505991,322.622694214876,4,2,1.5
E02000431,Haringey 035,4.4,1470,35.8,1032,1408,11.66936791,5.5,25.3,7.8,72.52807,37.4,68.9,5.9,-1.581178627980369,130.5067283950617,2,0,1.1
E02000432,Haringey 036,10.4,1090,46.6,645,1702,16.32,19.0,28.1,12.4,59.814005,53.9,92.5,3.3,-1.459814480371212,122.7241705426357,0,2,2.8
E02000433,Harrow 001,20.2,915,41.9,661,723,14.625,9.3,11.9,20.2,69.299645,53.5,79.0,2.7,-1.58855623182694,383.6257857142857,2,0,3.1
E02000434,Harrow 002,16.5,995,47.2,619,684,18.87905605,13.2,14.7,16.0,67.01255,33.4,81.4,2.1,-1.772117729852868,161.6002398843931,0,0,3.8
E02000435,Harrow 003,19.5,905,53.8,507,516,20.13129103,15.2,12.8,18.8,62.275335,45,99.2,2.3,-1.486895342350279,320.172512605042,0,0,3.5
E02000436,Harrow 004,13.7,1185,25.0,507,185,13.74622356,6.5,4.7,14.7,73.08134,30.7,75.3,2.8,-1.249765237018678,127.7742055449735,0,0,2.3
E02000437,Harrow 005,18.1,895,40.3,484,663,18.47313855,15.1,12.7,16.2,67.54652,49.3,125.2,2.2,-1.27518175995347,356.0389948186528,1,0,3.9
E02000438,Harrow 006,19.6,895,47.1,535,682,17.07779886,16.0,14.0,17.3,67.09132,36.6,107.2,2.2,-1.245081164598422,610.8975663716815,2,2,3.4
E02000439,Harrow 007,22.1,870,50.3,442,765,18.04733728,13.5,21.0,14.2,61.998065,23.4,100.3,1.9,-1.514090626408229,326.6761774193548,1,0,8.2
E02000440,Harrow 008,15.1,1110,30.7,611,364,18.11023622,7.5,10.1,12.6,68.15468,27.8,89.5,2.5,-1.828976089599425,434.4217260273973,1,3,4.6
E02000441,Harrow 009,17.2,980,43.4,458,626,15.49636804,13.3,10.9,17.2,65.079315,50.5,101.7,2.1,-1.595665945528031,336.1262893689321,1,1,3.2
E02000442,Harrow 010,21.9,925,41.3,396,504,20.58570198,8.2,21.8,12.7,62.91882,21.3,93.3,1.6,-1.943615890471505,376.2498011049724,1,0,9.7
E02000443,Harrow 011,21.3,795,45.8,447,1093,23.50659426,18.5,24.7,15.1,60.814685,39.4,137.2,1.5,-1.247891181226648,327.068776371308,1,0,7.4
E02000444,Harrow 012,19.5,960,43.6,428,504,17.74332472,9.0,18.3,13.4,66.18788,N/A - not available,88.2,1.8,-2.017957271757286,387.7437794117647,1,0,7.1
E02000445,Harrow 013,18.8,815,49.9,421,1229,17.15893108,19.8,24.3,14.4,64.12746,43.7,122.1,1.4,-1.556654078078495,247.793015037594,1,2,7.3
E02000447,Harrow 015,14.1,1055,48.1,469,422,16.24203822,12.7,11.9,14.7,65.266575,43.1,105.6,2.5,-1.616534882489875,548.1466153846154,0,0,3.7
E02000448,Harrow 016,10.5,1215,37.6,612,517,14.49275362,6.1,7.9,13.9,72.303115,50.3,75.0,3.6,-1.778021915745901,753.1369891156463,3,4,1.5
E02000449,Harrow 017,24.5,810,45.5,404,651,16.90962099,14.0,21.7,16.2,60.61588,61.3,96.0,1.5,-1.9464208719298,563.5449504132231,0,0,10.8
E02000451,Harrow 019,12.3,1160,28.4,439,365,14.0567201,5.2,6.6,13.6,68.4296,21.8,89.9,2.5,-1.752708528755895,191.7321823899371,1,0,2.8
E02000452,Harrow 020,12.6,980,44.4,527,1129,12.88032454,15.9,27.8,12.1,67.197735,56.3,128.5,2.1,-0.985966082338922,204.9811217756449,2,4,5.0
E02000453,Harrow 021,12.6,1025,42.1,506,776,16.93711968,11.6,18.7,13.1,68.19368,29.5,86.6,2.6,-1.758641555465212,294.6538772727272,2,0,5.0
E02000454,Harrow 022,11.3,1255,30.4,548,306,14.74103586,4.5,4.4,11.6,70.210295,28,77.7,2.9,-1.703996159667785,385.7839246231156,0,0,1.6
E02000455,Harrow 023,11.9,985,48.0,550,1290,12.04690832,12.9,23.5,13.8,64.19694,50.9,104.9,1.9,-1.532896445383006,284.0846650831354,2,6,4.1
E02000456,Harrow 024,13.2,1020,46.5,436,652,15.70512821,11.8,16.2,14.3,66.047105,40.2,118.1,2.2,-1.104052978800798,352.2033412698412,0,1,3.9
E02000457,Harrow 025,12.8,1120,31.2,378,407,18.53233831,13.0,10.4,13.8,67.691985,36.6,111.4,2.2,-1.779070257660669,324.420011976048,1,1,3.7
E02000459,Harrow 027,16.4,820,46.6,414,1121,17.44966443,17.9,27.5,14.7,63.951045,65.3,115.3,1.7,-1.53056406654607,494.9705983606557,2,5,6.4
E02000460,Harrow 028,19.1,860,47.0,228,646,19.92031873,16.2,20.4,15.4,61.486405,29.3,156.2,1.4,-1.504746007204656,617.9511823529411,1,0,6.1
E02000461,Harrow 029,10.3,1140,43.4,720,529,10.18766756,6.4,13.8,10.6,68.84041,25.5,91.3,3.2,-1.7207169035826,397.8770625,0,1,2.5
E02000462,Harrow 030,18.0,880,41.8,310,648,18.97727273,13.1,20.5,14.3,65.971555,45.5,105.2,1.7,-1.468156933628349,121.984602484472,2,7,7.3
E02000463,Harrow 031,19.0,840,47.9,385,639,21.31280389,15.3,18.6,14.5,61.81382,56.6,107.5,1.8,-1.244411111418124,477.723648,0,0,6.0
E02000464,Havering 001,37.0,650,52.0,290,772,22.7771011,20.7,11.1,21.9,60.280595,55.9,97.2,2.2,-1.216351227092384,307.6763560235294,0,0,0.5
E02000465,Havering 002,32.5,675,54.7,370,1082,19.98175182,21.3,10.9,19.1,59.091735,66.1,96.0,2.1,-1.557041094917804,481.7541809045226,0,1,0.6
E02000466,Havering 003,30.6,740,49.3,427,713,17.76785714,22.0,7.7,18.0,61.265235,70.7,110.6,2.5,-0.9245310256557056,291.5885260654762,0,0,0.5
E02000467,Havering 004,35.0,600,55.3,390,1656,20.14234875,35.2,15.4,20.7,55.495565,65.7,123.0,2.1,-0.9493476378782632,459.8160448979592,1,0,0.9
E02000468,Havering 005,30.4,770,47.0,419,606,17.5204918,16.5,5.8,18.1,64.576235,50.8,89.3,2.8,-0.9423694423752456,457.7700929371728,1,0,0.6
E02000469,Havering 006,33.7,675,46.9,284,789,19.14153132,20.6,10.1,21.6,60.7439,60.7,100.6,2.0,-0.8064230248431119,375.1277121212121,0,1,1.3
E02000470,Havering 007,24.5,840,34.3,515,700,11.86046512,12.5,6.6,18.0,65.860605,52,79.8,3.8,-2.112396322999413,287.8088892364865,1,6,0.4
E02000471,Havering 008,26.5,920,35.5,443,363,15.14778325,10.5,2.3,16.5,70.155765,24.8,67.6,4.7,-1.623502604750243,299.3335180722892,0,0,0.4
E02000472,Havering 009,25.9,830,35.0,483,667,14.05975395,10.6,5.7,16.7,65.37726,52.1,79.5,4.0,-1.311787448582915,582.6704631578948,0,0,0.5
E02000473,Havering 010,23.1,920,34.7,642,612,14.77462437,10.6,5.5,15.1,69.11109,30.2,74.1,4.8,-2.546108975544157,348.5912556053812,2,0,0.4
E02000474,Havering 011,28.7,765,50.6,428,892,15.34246575,17.2,9.3,17.2,65.881605,38.8,82.3,3.1,-1.505129783825113,307.6143287037037,1,0,0.6
E02000475,Havering 012,19.3,925,47.7,766,779,12.73584906,11.7,5.9,14.8,69.036065,48.3,80.7,4.1,-1.94104869259428,520.0633834586465,1,0,0.5
E02000476,Havering 013,22.6,725,55.9,590,1727,12.85855589,19.7,21.9,16.5,61.923995,44.4,98.5,2.5,-1.829468263065892,145.1458980769231,9,0,1.6
E02000477,Havering 014,20.7,960,29.9,677,538,15.20737327,7.1,3.1,15.0,66.430315,24.3,70.4,5.2,-2.232275011890648,636.7875632183908,1,0,0.5
E02000478,Havering 015,23.0,1055,24.1,544,186,18.4991274,6.0,3.7,16.0,68.137215,27.6,77.1,4.1,-2.219421179761209,285.1228235294118,0,0,0.9
E02000479,Havering 016,21.9,825,40.1,490,1012,12.20703125,16.0,9.9,15.2,64.207505,37.1,95.3,2.9,-1.905888030363851,472.1809367588933,1,1,1.6
E02000480,Havering 017,25.1,805,43.8,520,998,15.1026393,20.6,11.8,15.2,64.593635,47.6,101.4,2.3,-2.151222343016869,193.5883048659384,0,0,1.5
E02000481,Havering 018,27.1,880,29.2,447,625,11.51776103,10.2,3.4,19.7,67.66559,32.5,67.1,4.9,-1.548436790832976,198.3260003147208,0,1,0.4
E02000482,Havering 019,17.3,1070,41.1,507,359,16.11111111,5.1,2.0,16.2,71.454975,N/A - not available,64.8,5.1,-1.780739714846495,230.6335037037037,1,1,0.3
E02000483,Havering 020,26.8,755,35.4,471,986,11.83162685,13.5,6.8,19.1,66.402365,27,83.1,4.2,-2.083739920536905,229.7727422680412,1,0,0.6
E02000484,Havering 021,24.1,915,31.5,557,506,12.79296875,7.0,4.9,15.9,67.314745,44.7,78.4,4.5,-1.599122467436344,277.4294756756757,0,0,0.6
E02000485,Havering 022,22.6,900,33.6,522,708,13.27885598,11.7,3.9,16.4,67.557945,24.1,74.0,4.5,-1.939011650768301,197.6500314136126,2,2,0.5
E02000486,Havering 023,25.8,860,34.3,415,657,15.59405941,11.2,5.1,17.1,65.868425,31.4,77.5,4.5,-1.900876815484129,507.11984,1,0,0.7
E02000487,Havering 024,17.2,1075,21.5,632,261,14.67268623,3.1,1.1,15.0,69.96355,18.1,64.0,5.4,-1.870668614619297,55.93359345822785,1,1,0.2
E02000488,Havering 025,24.9,895,32.4,411,499,12.20379147,7.6,3.2,16.2,69.823425,17.4,64.9,5.1,-1.966937980659638,514.7279625,1,0,0.5
E02000489,Havering 026,27.3,775,46.4,374,845,17.25571726,15.8,6.3,18.3,62.67416,35.5,81.4,3.2,-1.844278917276778,416.5941437125749,2,0,0.9
E02000490,Havering 027,33.1,755,38.9,357,770,16.77148847,16.5,6.0,18.8,65.704925,49.4,90.7,3.1,-1.997562223468897,327.0707096774194,1,0,0.6
E02000491,Havering 028,32.1,695,51.6,435,965,19.82832618,25.1,9.3,18.3,60.601,55.9,96.2,2.2,-1.877360310632735,362.3925358255452,0,0,1.0
E02000492,Havering 029,31.6,800,32.5,353,384,14.80406386,14.6,4.4,17.7,67.27209,33.2,82.9,4.6,-2.419533469282275,84.29262187817258,0,0,0.4
E02000493,Havering 030,27.8,755,51.7,308,707,16.21621622,21.7,9.8,15.3,61.571585,35.6,92.5,2.4,-2.00908185880986,609.5560404984424,1,0,1.2
