Code,Msoa_name,education_no qualifications,net weekly income,lone_parent_unemployed,work_49hr_more,no_car_in_household,families_with_3plus_kids,child_poverty,overcrowded_houses,limiting_long-term_illness_disability,health_life_expectancy_at_birth,self_harm_hospital_admission,hospital_admission_associated_with_alcohol,regular_smoking_at15,samhi_index.2011,AvPTAI2015,supermarket,fast_food,population_cannot_speak_english
E02000001,City of London 001,6.7,1250,24.2,1817,3043,8.816705336,7.1,34.6,11.5,70.7988,19.2,71.4,0.0,-1.813009486950949,268.4737922975158,27,0,1.4
E02000002,Barking and Dagenham 001,32.3,645,56.0,203,1020,19.0521327,27.2,14.7,20.4,56.66382,62.6,110.1,3.8,-1.346894583465078,304.9121167883212,0,0,2.4
E02000003,Barking and Dagenham 002,22.8,765,48.8,497,1196,19.14285714,17.9,14.1,15.9,62.953275,28.1,81.8,3.5,-1.86795815839451,442.1456590038314,2,1,2.7
E02000004,Barking and Dagenham 003,30.1,760,42.2,300,556,17.66917293,18.4,8.1,18.3,63.71457,31.2,85.9,5.1,-1.691722201482364,500.2015333333333,0,0,0.8
E02000005,Barking and Dagenham 004,28.9,700,52.3,362,1080,19.67334818,19.6,15.1,16.8,59.2588,34.5,98.2,3.7,-1.650570807817104,586.393588607595,1,0,2.6
E02000007,Barking and Dagenham 006,32.1,635,57.3,307,1496,20.82459818,27.5,17.8,18.0,59.795295,33.4,99.6,3.7,-1.164483165598033,430.4120638297873,2,0,2.1
E02000008,Barking and Dagenham 007,32.3,630,54.9,429,1776,17.10945802,24.6,17.0,19.2,57.94949,47.1,116.5,3.7,-1.002613508554923,569.1303155487806,0,0,2.6
E02000009,Barking and Dagenham 008,29.1,675,51.0,342,1192,17.25431358,27.2,20.1,17.3,58.816005,37.4,103.5,3.5,-1.382882788783789,653.8556022099448,1,0,3.6
E02000010,Barking and Dagenham 009,31.1,685,61.7,311,1281,19.33662668,26.8,19.6,17.0,59.845575,45.7,108.8,3.8,-1.667014983947767,707.3320933333333,0,0,2.3
E02000011,Barking and Dagenham 010,28.6,745,48.3,254,668,18.99313501,22.5,13.3,15.9,62.6281,21.9,90.5,3.9,-1.830646571949165,238.0444485294118,1,0,2.6
E02000012,Barking and Dagenham 011,22.8,855,45.7,418,873,24.06456346,13.7,14.2,14.2,63.133925,26,87.6,3.4,-2.239487896086431,771.0292824858757,0,0,5.2
E02000013,Barking and Dagenham 012,31.2,705,52.6,332,1157,22.8978979,25.0,17.4,17.1,58.53829,41,89.1,3.7,-1.44960836201357,682.057523364486,0,0,2.6
E02000014,Barking and Dagenham 013,32.8,660,57.8,368,1419,19.2722372,22.1,17.8,18.0,61.353475,33.6,108.1,3.9,-1.649921982713232,310.4708461538461,1,0,2.6
E02000015,Barking and Dagenham 014,30.5,625,56.4,274,1534,19.7865353,28.0,21.5,17.2,57.879625,51.4,135.4,3.6,-1.526072355033292,409.75475,1,0,2.3
E02000016,Barking and Dagenham 015,15.0,700,55.2,295,1877,19.83673469,26.3,46.2,8.7,59.566405,55.9,81.7,2.9,-2.262692117505135,212.0421056603774,2,1,6.8
E02000017,Barking and Dagenham 016,20.0,805,47.7,350,1084,22.55707763,16.9,25.0,14.3,58.514245,28.6,85.2,2.4,-2.154457478154359,253.8637767857142,1,0,8.5
E02000018,Barking and Dagenham 017,30.1,655,57.3,298,1421,19.71544715,24.2,20.5,16.5,57.587445,35.1,95.4,3.7,-1.678722290055919,588.0059612903226,1,0,3.4
E02000019,Barking and Dagenham 018,28.8,735,54.0,298,1019,20.86700955,25.4,18.4,15.9,59.032035,45.3,89.2,3.7,-2.175007978234269,378.1184216216216,2,1,2.6
E02000020,Barking and Dagenham 019,27.1,655,50.6,349,1494,23.06049822,22.5,21.8,16.8,56.247635,35.4,95.8,3.1,-1.932343916091845,597.5689931034483,0,0,5.3
E02000021,Barking and Dagenham 020,28.1,690,50.8,312,1106,23.3278956,23.2,18.6,16.7,60.77837,29.8,87.3,3.5,-1.861495126713281,269.4000208333334,0,1,3.5
E02000022,Barking and Dagenham 021,24.9,595,59.2,264,1874,24.20856611,30.4,38.8,12.8,55.561,37.9,95.4,3.2,-2.242628188351885,625.3887626262626,1,0,6.2
E02000023,Barking and Dagenham 022,24.9,635,59.7,220,1171,24.03169014,27.4,27.5,14.6,58.302645,38.1,117.3,3.3,-2.229184500769036,389.3489528795811,0,0,3.8
E02000024,Barnet 001,12.4,1090,29.2,924,824,14.21838178,7.7,9.7,14.5,70.64389,50.2,75.9,3.7,-1.342137009951518,437.8404592857143,3,7,1.5
E02000025,Barnet 002,15.8,945,47.1,619,954,11.67664671,13.5,14.5,15.7,63.721445,54.4,105.9,2.9,-1.560894242252584,363.649003968254,0,0,1.4
E02000026,Barnet 003,15.6,1010,28.7,474,399,13.93341554,8.3,7.4,14.7,68.19918,41.2,76.2,3.6,-1.683781199911312,580.7391988950276,0,0,1.7
E02000027,Barnet 004,22.6,810,47.4,498,1086,18.62318841,19.6,14.8,17.1,62.339905,69.4,105.9,2.2,-1.082707440286849,525.1093028846154,0,2,2.4
E02000028,Barnet 005,13.5,1115,55.4,506,474,13.95646607,15.9,11.0,12.9,68.83416,44.6,72.6,3.0,-1.559873777968382,617.1723166485309,1,0,2.5
E02000029,Barnet 006,16.7,925,47.5,558,922,13.4439834,14.8,14.3,13.9,67.012655,57.2,96.8,3.0,-1.456155146836693,493.0355289256198,3,0,2.0
E02000030,Barnet 007,17.8,1065,45.6,798,479,17.51509922,9.5,6.7,15.1,68.06285,50.7,78.8,3.0,-1.317720562041525,196.2611841104652,0,0,1.4
E02000031,Barnet 008,14.5,1055,47.1,642,611,14.81481481,5.8,9.4,15.6,68.197055,52,75.4,3.2,-0.9475575421384578,290.2312034220532,2,0,3.2
E02000032,Barnet 009,16.3,1075,30.6,546,356,13.73307544,6.0,6.3,14.0,67.02257,52.8,71.8,3.5,-2.041845885435796,561.8330989010989,1,0,2.8
E02000033,Barnet 010,18.5,870,48.9,504,807,15.25862069,14.8,13.1,16.1,66.245885,61.3,89.3,2.9,-1.336338486036896,421.1559769585253,0,0,3.2
E02000034,Barnet 011,15.5,960,42.2,643,887,13.14636284,13.2,13.1,14.4,67.2999,39.9,80.3,2.7,-1.290278138921864,419.2611544715447,2,0,3.0
E02000035,Barnet 012,14.2,965,47.3,677,970,12.93478261,12.1,18.3,15.7,65.504,47.8,80.9,2.7,-0.8225253189240801,175.0981619047619,0,0,3.8
E02000036,Barnet 013,17.6,960,42.7,650,843,19.73333333,12.6,14.9,14.4,64.65823,45.1,92.5,2.3,-1.514595552846598,478.5508193277311,1,1,3.4
E02000037,Barnet 014,17.2,1030,44.6,679,724,26.85325265,7.8,11.9,14.2,66.959385,60.9,71.2,2.9,-1.725785875279106,314.34391145,2,1,2.7
E02000038,Barnet 015,15.4,970,46.1,817,993,15.54054054,12.5,16.1,14.7,64.997215,73.1,86.7,2.2,-1.108419693100457,435.0301264822135,1,0,3.9
E02000039,Barnet 016,11.3,1160,36.4,638,408,18.23085221,9.0,11.1,12.6,70.467745,26.5,74.7,3.3,-1.398686534650424,566.1661009036145,2,0,2.3
E02000040,Barnet 017,17.5,930,49.6,503,638,22.63759086,12.8,14.2,14.8,67.485825,49.6,71.9,2.4,-1.2367737436157,344.9373276353276,1,0,3.7
E02000041,Barnet 018,18.2,925,43.0,545,878,25.15611062,12.9,17.1,14.8,65.75049,68.4,94.1,2.2,-1.853357777755926,206.1053203285421,3,0,4.9
E02000042,Barnet 019,14.9,935,43.2,807,1590,13.36593317,11.6,20.7,15.4,65.159865,48.4,88.0,2.4,-0.9485321818583063,159.5891376404495,2,0,5.6
E02000043,Barnet 020,10.4,1320,32.4,696,449,14.59510358,3.9,8.6,11.2,69.62998,20.4,55.8,3.0,-1.601790749640879,469.2608228571429,0,0,4.6
E02000044,Barnet 021,21.0,865,47.5,475,918,18.12191104,17.1,20.9,15.0,61.94451,57.7,90.8,1.7,-1.486399874338737,215.4489082568808,0,0,4.5
E02000045,Barnet 022,16.7,875,48.7,677,1450,13.23430115,15.8,20.3,14.1,64.278485,73,84.8,2.3,-1.46945320318791,489.3867203389831,1,0,3.7
E02000046,Barnet 023,11.1,1075,43.2,659,964,11.8556701,8.9,22.4,12.1,65.980085,43.5,68.8,3.4,-1.612385768555202,138.7223964757709,2,0,4.9
E02000047,Barnet 024,24.2,715,48.9,515,1669,20.72127139,19.8,29.0,15.9,62.026525,51.3,106.9,1.5,-1.205395228724889,140.0887854545454,1,0,7.4
E02000048,Barnet 025,12.4,1100,47.8,854,668,18.51568477,10.0,12.4,12.3,70.220285,35,66.1,2.6,-1.494803537626168,174.9142080123266,0,0,3.6
E02000049,Barnet 026,21.4,685,47.4,254,1363,26.6146203,30.0,34.3,15.2,58.238905,62.5,109.4,1.4,-1.454341275733813,576.5890045248868,0,0,5.7
E02000050,Barnet 027,16.4,955,47.4,760,1248,17.16475096,15.5,20.6,15.1,61.8008,29.4,85.8,2.3,-1.497724456869944,283.8196761904762,1,3,4.6
E02000051,Barnet 028,12.9,1025,40.8,717,1014,22.04301075,7.1,16.0,14.2,68.78882,25.5,61.2,3.1,-1.925210101652192,481.9323636363636,1,0,3.8
E02000052,Barnet 029,11.7,1065,46.8,953,1587,13.83075523,10.7,18.4,12.9,65.49568,26.2,68.4,3.3,-1.424450411687009,631.947001814882,1,2,2.9
E02000053,Barnet 030,15.5,835,51.5,501,1168,17.45235707,18.7,38.0,11.4,62.009875,34.9,77.1,1.5,-1.806712053795386,221.9218826979472,1,0,7.4
E02000054,Barnet 031,11.8,1000,47.2,560,744,18.33333333,13.7,24.6,12.1,65.528245,46.5,77.9,2.7,-1.701866713989712,344.3206380090498,0,0,5.5
E02000055,Barnet 032,14.0,900,37.9,824,1572,23.22193659,10.1,26.5,13.2,63.32619,41,77.9,2.3,-1.210479557583672,236.7459027932961,4,10,4.9
E02000056,Barnet 033,9.0,1295,41.4,1057,587,26.13240418,4.1,7.9,11.1,72.99644,40.5,45.4,4.1,-1.682917087200302,299.370136627907,0,0,1.7
E02000057,Barnet 034,13.7,1070,39.2,510,696,35.9462486,7.1,19.1,11.7,67.32139,32.7,80.7,3.3,-1.779234929142146,326.6122046511628,0,0,4.6
E02000058,Barnet 035,9.6,1190,44.1,956,1110,25.25083612,6.8,15.8,11.3,69.574085,61,62.8,3.9,-1.855320228514568,771.5347873015872,2,0,2.6
E02000059,Barnet 036,19.9,740,45.9,571,1554,18.0620155,14.2,31.6,15.4,59.35848,36.5,93.0,1.5,-1.412995205839356,376.0300202622169,1,0,8.0
E02000060,Barnet 037,14.7,1040,54.5,686,1164,47.58394758,5.9,20.6,12.7,66.034185,57.2,81.9,3.6,-1.814745603511345,169.6994358108108,0,0,3.6
E02000061,Barnet 038,9.3,1185,39.8,849,1161,21.15621156,6.6,24.5,11.9,69.5539,28.6,46.7,3.4,-1.697131447768044,169.7319408284024,3,1,3.6
E02000062,Barnet 039,21.1,815,54.1,335,1096,21.97149644,23.9,30.7,14.3,61.342425,64.9,88.0,1.5,-1.647759227273266,136.8245277777777,5,8,7.5
E02000063,Barnet 040,16.7,920,53.8,447,854,22.78911565,18.5,21.3,14.0,63.429055,28.4,88.5,1.9,-1.107242812825876,189.3387670514166,0,0,8.0
E02000064,Barnet 041,16.6,850,54.7,478,1145,18.15754339,23.6,26.7,15.1,62.37175,46.4,95.4,2.3,-1.668190354804443,124.6129732620321,0,1,5.1
E02000065,Bexley 001,17.6,855,44.5,312,989,22.79469165,21.3,19.2,10.3,65.00965,24.1,104.8,2.6,-1.721945113453746,404.875784,0,0,2.4
E02000066,Bexley 002,24.9,690,47.8,404,1633,20.9902371,26.7,17.9,15.8,58.69261,35.7,97.8,2.3,-1.702072225724234,673.3311823529413,0,0,3.7
E02000067,Bexley 003,23.6,745,45.1,455,1125,17.1969697,24.5,14.1,15.4,62.223485,42.3,114.7,3.0,-1.94690402307412,632.1146161616161,3,0,2.5
E02000068,Bexley 004,22.5,740,56.2,383,1098,19.25087108,28.0,17.2,14.1,61.40566,107.7,119.4,2.6,-1.88368274968767,187.7474117647059,1,0,2.2
E02000069,Bexley 005,25.0,790,45.1,327,624,19.76744186,20.2,10.0,18.7,63.00646,51.3,113.4,3.2,-1.639790586767968,504.2225838926175,0,0,1.7
E02000070,Bexley 006,23.9,870,30.9,440,645,16.08606557,13.5,5.3,17.7,63.741905,24.5,86.0,5.7,-1.84094674595578,475.7339814814815,0,0,1.1
E02000071,Bexley 007,23.6,870,41.1,424,589,17.10654936,19.7,6.6,15.7,62.93315,38,105.3,5.0,-1.638068726900018,372.2462113821138,1,0,1.3
E02000072,Bexley 008,28.3,685,56.1,488,1853,20.36474164,26.6,17.8,16.1,57.799435,92.2,115.5,2.8,-1.616307797295464,296.0613617886179,1,0,1.1
E02000073,Bexley 009,21.9,950,30.1,575,629,17.18972896,8.5,3.4,15.1,67.042085,31.9,81.7,5.6,-1.65821170428196,369.3172209944751,0,0,1.1
E02000074,Bexley 010,30.2,705,50.8,348,1000,16.63516068,28.6,9.9,19.4,60.720915,126.3,113.0,2.7,-1.031429815365884,401.293320754717,0,0,0.9
E02000075,Bexley 011,22.8,930,37.9,482,544,12.06521739,8.2,3.2,16.8,67.02508,19.7,74.1,5.9,-1.64952980820997,445.5942073170731,0,0,0.6
E02000077,Bexley 013,24.9,875,28.0,413,563,16.95736434,11.0,5.4,15.8,64.195575,29.5,83.8,4.8,-1.539571808584754,326.600102739726,1,0,1.2
E02000078,Bexley 014,19.3,960,34.4,442,462,13.71134021,10.3,4.3,14.0,67.00427,36.1,86.1,6.4,-1.542617555794136,464.2792763157895,1,0,0.6
E02000079,Bexley 015,21.1,905,30.3,506,824,14.16490486,13.6,5.8,17.7,66.575395,27,83.0,5.6,-1.039148255590377,152.5120361930295,5,2,1.0
E02000080,Bexley 016,24.1,855,38.6,517,862,14.48911223,11.3,7.4,15.7,65.39045,19.9,75.0,5.2,-1.66581303261634,213.9897009345794,4,0,1.6
E02000081,Bexley 017,25.5,845,37.2,416,731,15.07592191,13.7,4.7,18.6,64.686995,64.4,96.6,4.9,-1.151231653852595,178.0191818181818,0,0,0.6
E02000082,Bexley 018,21.2,950,21.9,551,490,12.5,6.0,4.2,13.7,67.96003,13.8,73.2,6.3,-1.748083395909552,428.5482083333334,0,1,0.9
E02000083,Bexley 019,24.0,800,41.7,530,923,19.08339594,17.3,6.6,16.3,65.350695,82,100.8,4.1,-1.386090164948453,410.4125331010453,1,1,0.8
E02000084,Bexley 020,19.8,965,29.6,769,649,13.46749226,7.8,4.2,14.6,68.031635,23.4,69.5,6.3,-1.516495790511083,560.7234291497975,0,0,0.7
E02000085,Bexley 021,23.8,895,27.3,460,506,13.41911765,9.1,5.0,13.9,68.80079,41.9,87.3,6.0,-1.882818010048945,269.6732179487179,1,0,0.7
E02000086,Bexley 022,19.4,1010,25.6,517,350,12.47401247,5.5,4.1,12.7,69.719755,31.2,79.0,6.8,-1.910016979812219,345.0229300699301,0,0,0.4
E02000087,Bexley 023,18.0,1030,35.2,584,448,16.95906433,7.0,3.6,15.8,70.767625,30.2,68.5,6.6,-2.185666948509343,576.700936746988,0,0,0.4
E02000088,Bexley 024,20.4,980,27.5,475,396,15.28795812,6.2,3.6,14.6,69.69944,25.3,71.8,6.3,-1.898608952819191,600.5121133333333,0,0,0.4
E02000089,Bexley 025,20.8,975,26.5,454,410,13.26530612,7.3,2.5,16.2,68.23423,31.2,69.1,6.8,-1.426105163980559,299.6186612903226,0,0,0.2
E02000090,Bexley 026,21.5,815,39.8,563,1092,10.99020675,11.6,8.4,18.2,69.37551,42.3,89.8,6.7,-0.6201935092005024,163.8655186915888,3,0,0.5
E02000091,Bexley 027,21.2,870,39.3,628,1090,14.13953488,14.0,10.1,17.8,69.885855,43.9,77.4,5.9,-1.020367826134696,700.180462962963,0,0,0.7
E02000092,Bexley 028,28.5,780,52.7,334,747,18.34451902,25.5,10.7,20.0,61.962345,107.3,111.5,3.3,-1.399930074288253,341.4165943937824,1,0,1.0
E02000093,Brent 001,21.7,885,51.8,586,775,18.48484848,12.1,20.7,14.8,61.782615,35.8,103.4,2.3,-1.911179348871228,344.7231896551724,1,0,9.4
E02000094,Brent 002,19.9,895,44.0,512,676,21.9876869,14.6,21.7,13.9,64.15902,29.1,96.9,2.5,-1.99890093302137,759.7346205533597,1,0,7.9
E02000095,Brent 003,21.1,850,47.2,522,881,18.21396994,9.5,22.5,16.2,63.483125,22,82.1,2.3,-1.945907634871609,587.5830045045045,2,4,8.6
E02000096,Brent 004,15.3,1100,32.1,567,468,14.65201465,7.6,12.2,14.8,66.468705,28.2,88.5,3.1,-2.092863477436377,468.7244847161572,1,1,5.4
E02000097,Brent 005,20.9,840,43.2,448,696,23.31233123,12.3,19.9,14.8,62.282455,42.8,108.2,2.6,-2.150710163461716,367.2060097087379,0,0,8.4
E02000098,Brent 006,17.0,910,38.3,474,684,21.20253165,14.9,20.4,14.5,65.252955,26.3,102.5,2.6,-1.573438818759938,420.775707070707,0,0,7.0
E02000099,Brent 007,16.8,955,41.5,485,834,20.63628547,15.7,27.6,12.7,65.13697,15.2,88.4,2.9,-2.225028224746544,768.5807488986784,1,0,8.1
E02000100,Brent 008,11.5,1110,28.9,564,614,18.91891892,8.4,23.0,12.3,67.303475,21.1,106.5,3.3,-2.273763749063725,376.5099019607843,0,2,4.1
E02000101,Brent 009,20.2,750,46.1,445,1314,20.78025478,20.3,28.5,16.1,60.89353,50.2,120.5,2.3,-1.681362472399829,244.5936389891696,3,0,7.7
E02000102,Brent 010,25.7,740,49.8,322,951,31.98458574,21.9,31.0,14.9,59.492465,23.8,142.6,2.0,-1.839343249558446,512.3728846153847,0,1,11.0
E02000103,Brent 011,22.3,765,46.8,443,1084,25.51020408,24.4,23.7,15.6,62.125155,22.3,111.7,2.2,-1.898960506076898,708.3325546875,0,0,6.9
E02000104,Brent 012,18.3,860,40.8,369,707,19.31216931,14.3,21.7,17.1,64.46479,29.8,98.8,2.2,-1.609547475433447,667.8546474358974,0,0,8.3
E02000105,Brent 013,17.2,855,40.7,412,1070,18.11352254,15.3,31.2,12.9,63.635865,29.8,120.9,1.9,-1.976888105771125,722.1853510204081,2,0,8.6
E02000106,Brent 014,22.7,765,55.3,464,1524,24.62462462,22.3,32.6,13.6,61.909385,55.3,134.8,2.2,-1.787460329255921,307.8479670781893,1,0,10.6
E02000107,Brent 015,15.9,865,46.1,841,2156,17.46724891,18.1,34.2,12.8,61.87851,26.1,116.6,2.7,-1.681480133053646,323.7422647058823,0,11,6.4
E02000108,Brent 016,17.9,860,45.1,306,736,20.97560976,12.2,27.6,14.5,63.683385,22.1,130.2,2.1,-2.081696265908417,584.5578285714286,0,0,9.1
E02000109,Brent 017,18.9,855,44.4,457,1343,23.69584439,14.9,33.1,14.7,61.713085,43.1,119.0,2.0,-1.834535236495536,486.4733734693878,3,1,8.3
E02000110,Brent 018,15.1,950,45.1,629,1289,20.50970874,15.9,24.8,13.7,60.9301,21.9,99.6,2.9,-1.741770915461545,304.8086071428571,0,0,5.6
E02000111,Brent 019,20.0,845,43.8,412,1137,17.72575251,12.8,35.9,15.4,61.525945,25.1,111.7,1.5,-1.973811335927794,180.3743045977012,0,0,11.1
E02000112,Brent 020,20.3,815,41.2,473,1227,17.99610895,15.7,34.1,14.8,63.332985,22.2,126.2,1.8,-1.996904963746197,263.221475177305,1,3,11.2
E02000113,Brent 021,26.3,615,51.9,271,1617,28.13536828,30.5,36.1,16.6,55.223225,38.7,152.7,2.1,-1.47594320628117,661.4715472636815,1,1,8.1
E02000114,Brent 022,15.3,855,45.3,710,2012,19.18976546,20.9,35.4,12.1,61.57382,24.5,85.6,2.8,-1.614008434429667,122.7515785440613,2,0,6.9
E02000115,Brent 023,12.9,900,41.5,874,2160,16.13333333,20.2,35.0,14.9,58.607305,15.5,118.2,3.2,-1.061061823096432,135.1736945812808,1,0,4.5
E02000116,Brent 024,21.8,685,45.2,383,1826,18.61313869,24.1,40.0,14.2,59.060795,37.1,148.3,2.3,-1.124162747944417,143.8293510638298,1,0,9.4
E02000117,Brent 025,25.3,580,46.4,360,2629,24.93043962,27.4,36.3,16.3,55.217955,42.5,134.3,2.2,-1.598953577317158,548.3530993150686,0,0,9.1
E02000118,Brent 026,22.7,780,45.3,388,1059,17.44855967,12.0,34.0,14.7,63.20805,23,109.5,1.6,-2.276141658714632,375.5225371900826,0,1,13.8
E02000119,Brent 027,25.4,640,47.2,229,1367,28.71467639,24.2,31.8,16.4,58.563775,29.4,164.3,2.1,-1.380373059261718,599.8194604904633,1,0,6.8
E02000120,Brent 028,13.0,915,45.8,1041,2581,14.00233372,20.8,32.2,12.7,59.474345,16.3,108.0,3.1,-0.9872767827521798,164.7732291666667,1,0,3.5
E02000121,Brent 029,21.6,825,52.2,384,992,14.79400749,14.1,34.8,14.3,61.489865,21.8,118.5,1.4,-2.235222999103471,113.804785488959,1,4,14.6
E02000122,Brent 030,16.0,1010,38.1,704,1158,21.19914347,13.3,18.7,14.1,64.08409,21.5,99.8,3.8,-1.604802559635995,502.593829787234,0,0,3.8
E02000123,Brent 031,22.5,640,49.0,709,3549,19.94177584,23.6,38.7,14.0,57.636875,26.4,139.0,2.3,-1.638227599709052,197.3561391843972,1,2,10.0
E02000124,Brent 032,12.3,1035,41.2,1195,2114,15.85040071,14.3,25.9,11.2,63.694595,17.2,105.9,3.3,-1.355315871528741,198.1894895104895,3,0,3.4
E02000125,Brent 033,17.6,920,42.9,879,1968,15.09881423,15.0,23.2,13.1,64.334955,24.5,93.6,3.0,-1.461877700747451,344.0835300546448,0,0,5.3
E02000126,Brent 034,22.4,615,47.9,359,2221,25.0,32.7,38.5,17.2,56.723885,42.1,143.8,2.3,-0.510729084521327,263.5019475,0,0,5.1
E02000127,Bromley 001,27.8,725,53.2,463,1256,15.24590164,29.0,10.9,19.5,59.931745,44.4,87.7,3.6,-0.6153279828391975,404.7858795811519,1,0,1.0
E02000128,Bromley 002,18.1,955,38.8,586,561,11.08786611,10.0,4.7,14.3,69.266295,41.6,73.1,6.7,-1.297588699232356,408.6219324431138,1,0,0.5
E02000130,Bromley 004,14.8,960,34.7,573,1298,16.35094716,13.3,12.1,13.7,64.76609,69.6,83.8,4.1,-1.155791203745545,208.3714316037736,3,0,1.7
E02000131,Bromley 005,13.3,850,45.4,649,2358,13.24324324,22.4,22.0,12.8,61.221715,32.4,81.6,3.3,-1.062193773968238,166.65696,1,0,1.9
E02000132,Bromley 006,14.1,950,49.8,814,1556,9.213759214,17.0,12.7,14.6,67.666235,30.9,79.1,5.7,-1.19497230227976,378.5134986072423,4,4,1.1
E02000133,Bromley 007,11.7,1220,34.3,1146,416,13.88646288,6.5,3.0,14.5,69.95128,34.3,60.2,8.2,-1.526045903837023,477.8090710382514,0,0,0.3
E02000134,Bromley 008,15.0,940,41.7,908,1655,9.42408377,13.5,12.5,14.7,65.91742,60.5,98.6,6.3,-1.199232610843395,305.6706355206848,2,3,1.1
E02000135,Bromley 009,22.7,650,49.0,435,2373,15.44217687,31.2,26.0,17.6,58.24376,73.3,129.7,3.2,-0.68499917390091,237.3377035714286,1,0,2.5
E02000136,Bromley 010,23.8,850,55.6,391,428,17.27272727,17.4,7.9,19.8,66.791145,23.1,75.5,5.2,-0.979956786636994,314.6623885350319,0,0,0.8
E02000137,Bromley 011,13.0,1055,39.2,657,762,13.47926267,6.7,6.4,14.4,71.843345,43.7,73.9,8.0,-1.016835003286732,319.5640956521739,0,0,0.8
E02000138,Bromley 012,11.6,1095,28.4,781,897,11.27717391,4.9,6.4,14.5,71.926295,36.5,67.4,7.9,-1.190466098496255,421.156568359375,0,0,0.7
E02000139,Bromley 013,14.0,1075,36.1,598,831,11.06427819,7.3,8.6,12.3,68.52594,48.2,72.7,7.0,-1.129950938890853,128.0740291970803,2,0,0.9
E02000140,Bromley 014,32.1,675,53.8,346,1116,21.40522876,31.6,11.7,19.4,57.9611,72.7,117.6,3.9,-0.568632624578394,409.0723651685394,1,0,1.1
E02000141,Bromley 015,16.7,915,38.1,449,1025,14.36170213,13.4,11.0,13.3,63.89978,44.1,89.2,5.0,-1.030254434551997,266.6269682539682,2,0,1.3
E02000142,Bromley 016,14.8,1140,36.9,721,592,15.55959964,6.4,6.2,13.8,70.430045,52.1,74.4,8.1,-1.183621863237469,366.7736436170213,2,0,0.7
E02000144,Bromley 018,10.5,1165,31.5,782,939,11.48587056,7.0,9.2,11.5,71.0825,22.9,69.7,7.3,-1.232251864608098,249.7034297520661,2,8,0.9
E02000145,Bromley 019,30.4,705,55.7,366,1100,19.41594317,31.1,12.4,17.3,58.697415,88.6,112.9,3.8,-0.999635301907672,272.5558538888889,3,0,1.1
E02000146,Bromley 020,16.6,950,19.4,582,796,11.88380282,6.3,8.5,14.7,68.084785,35.8,67.6,8.1,-1.559349628335252,493.8979626168224,0,0,0.4
E02000147,Bromley 021,11.6,1205,26.1,654,456,19.52965235,4.4,3.4,13.0,71.26147,40.8,64.2,8.1,-1.263387655817306,386.6315420560748,1,0,0.4
E02000148,Bromley 022,15.2,1135,29.2,530,379,14.1509434,4.9,3.7,13.8,70.368805,29.6,70.5,8.3,-1.540144299361144,323.2223551912568,2,0,0.4
E02000149,Bromley 023,25.4,810,47.5,445,818,14.24581006,24.6,8.0,17.0,64.48314,64.6,85.6,4.6,-0.9261494318629846,310.1656875,0,0,0.8
E02000150,Bromley 024,17.4,1070,30.1,599,506,15.67291312,6.1,3.7,13.5,68.01921,55.2,70.3,6.9,-1.118471024752815,448.0972608695652,1,1,0.6
E02000151,Bromley 025,15.5,1165,25.9,631,381,11.02863203,3.4,1.7,13.9,69.803975,24.1,68.6,8.5,-1.70849135481815,512.8417096774193,2,0,0.4
E02000152,Bromley 026,25.7,810,51.5,348,702,18.73684211,20.5,9.0,18.1,63.77738,55.9,84.3,4.7,-1.155901400927387,372.1755606060606,0,0,0.9
E02000153,Bromley 027,15.5,1205,19.9,544,330,15.43498597,4.3,2.0,11.8,71.068965,33.7,60.0,8.3,-1.209683715244938,603.4546322580645,0,0,0.2
E02000154,Bromley 028,16.7,1025,39.9,616,681,14.59183673,10.0,7.6,14.4,71.118115,56.2,66.8,7.0,-1.033859986827026,286.9823231292517,2,0,0.7
E02000155,Bromley 029,27.1,840,26.0,384,657,15.83220568,15.5,4.7,19.5,66.7243,42.6,92.1,5.9,-0.9054364157298056,327.0646712328767,0,0,0.5
E02000156,Bromley 030,15.8,1030,21.7,843,787,15.0390625,4.5,5.6,14.8,72.17455,35.6,77.6,8.3,-1.274440998364466,521.5147062780269,3,1,0.4
E02000157,Bromley 031,14.9,1085,22.9,499,461,15.47131148,3.6,3.2,15.2,71.657285,18.3,68.2,8.5,-1.275043431469778,342.505198019802,0,1,0.4
E02000158,Bromley 032,22.1,900,55.5,396,643,22.04806688,23.4,5.6,17.2,68.964855,36.7,82.1,5.5,-1.055698602111345,334.4689390243902,1,0,0.7
E02000159,Bromley 033,16.6,1085,33.3,585,280,17.01346389,6.0,2.3,14.2,70.852525,34,76.5,8.2,-1.429202949101486,424.8669307359307,2,1,0.2
E02000160,Bromley 034,16.1,1045,25.3,642,420,16.60039761,5.2,4.6,13.8,69.9487,51.6,73.2,8.8,-1.006929714145325,335.0430816326531,1,0,0.4
E02000161,Bromley 035,16.2,1085,23.8,571,437,14.49407475,3.8,2.4,13.5,69.305625,22.4,68.8,8.1,-1.310968843889674,375.4099715909091,0,0,0.3
E02000162,Bromley 036,23.4,890,32.2,428,564,13.60381862,10.4,6.9,17.4,69.120965,60.5,79.1,7.3,-1.155036835702455,134.89909232,0,1,0.4
E02000163,Bromley 037,16.8,1080,25.9,631,366,15.23394995,7.7,2.9,14.0,68.990495,56.9,77.4,8.4,-1.32463711229433,239.8065655559845,1,0,0.2
