station_origin,station_destination,flows
Alperton,Knightsbridge,30
Alperton,Ladbroke Grove,3
Alperton,Lambeth North,1
Alperton,Latimer Road,0
Alperton,Leicester Square,9
Alperton,Leyton,0
Alperton,Leytonstone,0
Alperton,Liverpool Street,4
Alperton,London Bridge,7
Alperton,Manor House,1
Alperton,Mansion House,2
Alperton,Mile End,2
Alperton,Moorgate,1
Alperton,Morden,0
Alperton,Mornington Crescent,1
Alperton,Newbury Park,0
Alperton,North Ealing,55
Alperton,North Greenwich,2
Alperton,Northfields,20
Alperton,Northwick Park,1
Alperton,Northwood,0
Alperton,Northwood Hills,1
Alperton,Notting Hill Gate,0
Alperton,Oakwood,0
Alperton,Old Street,4
Alperton,Osterley,12
Alperton,Oxford Circus,3
Alperton,Paddington,4
Alperton,Park Royal,64
Alperton,Parsons Green,5
Alperton,Piccadilly Circus,16
Alperton,Pimlico,2
Alperton,Pinner,0
Alperton,Putney Bridge,11
Alperton,Ravenscourt Park,9
Alperton,Rayners Lane,31
Alperton,Richmond,42
Alperton,Rickmansworth,0
Alperton,Royal Oak,1
Alperton,Ruislip,6
Alperton,Ruislip Manor,4
Alperton,Russell Square,8
Alperton,Seven Sisters,0
Alperton,Shepherd's Bush Market,1
Alperton,Sloane Square,12
Alperton,South Ealing,6
Alperton,South Harrow,39
Alperton,South Kensington,39
Alperton,Southfields,1
Alperton,Southgate,1
Alperton,Southwark,6
Alperton,St. James's Park,16
Alperton,St. Paul's,3
Alperton,Stamford Brook,14
Alperton,Stepney Green,1
Alperton,Stockwell,0
Alperton,Stratford,2
Alperton,Sudbury Hill,15
Alperton,Sudbury Town,5
Alperton,Temple,0
Alperton,Tooting Bec,0
Alperton,Tooting Broadway,2
Alperton,Tottenham Court Road,3
Alperton,Tottenham Hale,1
Alperton,Tower Hill,5
Alperton,Turnham Green,14
Alperton,Turnpike Lane,2
Alperton,Upton Park,0
Alperton,Uxbridge,87
Alperton,Vauxhall,6
Alperton,Victoria,19
Alperton,Walthamstow Central,0
Alperton,Warren Street,1
Alperton,Waterloo,3
Alperton,Watford,0
Alperton,West Brompton,5
Alperton,West Ham,0
Alperton,West Harrow,2
Alperton,West Kensington,9
Alperton,Westbourne Park,1
Alperton,Westminster,4
Alperton,Whitechapel,1
Alperton,Wimbledon,37
Alperton,Wimbledon Park,1
Alperton,Wood Green,0
Alperton,Wood Lane,0
Amersham,Acton Town,2
Amersham,Aldgate,41
Amersham,Aldgate East,0
Amersham,Alperton,0
Amersham,Angel,2
Amersham,Archway,2
Amersham,Arsenal,0
Amersham,Baker Street,20
Amersham,Bank and Monument,14
Amersham,Barbican,41
Amersham,Barking,1
Amersham,Barons Court,1
Amersham,Bermondsey,2
Amersham,Bethnal Green,2
Amersham,Blackfriars,2
Amersham,Bond Street,11
Amersham,Borough,0
Amersham,Brixton,3
Amersham,Caledonian Road,1
Amersham,Camden Town,1
Amersham,Canada Water,2
Amersham,Canary Wharf,54
Amersham,Canning Town,3
Amersham,Cannon Street,2
Amersham,Canons Park,0
Amersham,Chalfont & Latimer,145
Amersham,Chalk Farm,0
Amersham,Chancery Lane,6
Amersham,Charing Cross,10
Amersham,Chesham,0
Amersham,Chiswick Park,1
Amersham,Chorleywood,31
Amersham,Clapham Common,0
Amersham,Clapham South,0
Amersham,Covent Garden,2
Amersham,Croxley,2
Amersham,Dollis Hill,0
Amersham,Ealing Broadway,0
Amersham,Ealing Common,0
Amersham,Earl's Court,1
Amersham,Eastcote,0
Amersham,Edgware Road,0
Amersham,Elephant & Castle,2
Amersham,Embankment,4
Amersham,Euston Square,32
Amersham,Farringdon,97
Amersham,Finchley Road,20
Amersham,Finsbury Park,2
Amersham,Fulham Broadway,1
Amersham,Gloucester Road,1
Amersham,Goldhawk Road,0
Amersham,Great Portland Street,30
Amersham,Green Park,15
Amersham,Hammersmith,9
Amersham,Harrow-on-the-Hill,15
Amersham,High Street Kensington,3
Amersham,Highbury & Islington,3
Amersham,Hillingdon,0
Amersham,Holborn,13
Amersham,Holloway Road,0
Amersham,Hyde Park Corner,0
Amersham,Ickenham,0
Amersham,Kensal Green,0
Amersham,Kentish Town,0
Amersham,Kew Gardens,0
Amersham,Kilburn,1
Amersham,King's Cross St. Pancras,42
Amersham,Kingsbury,1
Amersham,Knightsbridge,2
Amersham,Ladbroke Grove,1
Amersham,Lambeth North,0
Amersham,Latimer Road,1
Amersham,Leicester Square,0
Amersham,Liverpool Street,57
Amersham,London Bridge,26
Amersham,Maida Vale,0
Amersham,Manor House,0
Amersham,Mansion House,2
Amersham,Marble Arch,0
Amersham,Marylebone,0
Amersham,Mile End,0
Amersham,Moor Park,10
Amersham,Moorgate,78
Amersham,Neasden,0
Amersham,North Acton,1
Amersham,North Greenwich,5
Amersham,North Harrow,1
Amersham,Northwick Park,4
Amersham,Northwood,8
Amersham,Northwood Hills,8
Amersham,Notting Hill Gate,1
Amersham,Old Street,3
Amersham,Osterley,1
Amersham,Oval,0
Amersham,Oxford Circus,15
Amersham,Paddington,6
Amersham,Park Royal,0
Amersham,Parsons Green,0
Amersham,Piccadilly Circus,12
Amersham,Pimlico,5
Amersham,Pinner,3
Amersham,Preston Road,0
Amersham,Putney Bridge,0
Amersham,Queen's Park,0
Amersham,Queensbury,0
Amersham,Rayners Lane,0
Amersham,Regent's Park,0
Amersham,Rickmansworth,65
Amersham,Ruislip,0
Amersham,Ruislip Manor,0
Amersham,Russell Square,1
Amersham,Seven Sisters,0
Amersham,Shepherd's Bush,1
Amersham,Shepherd's Bush Market,0
Amersham,Sloane Square,4
Amersham,South Kensington,11
Amersham,Southwark,30
Amersham,St. James's Park,9
Amersham,St. John's Wood,4
Amersham,St. Paul's,6
Amersham,Stanmore,0
Amersham,Stratford,4
Amersham,Sudbury Hill,0
Amersham,Sudbury Town,0
Amersham,Swiss Cottage,1
Amersham,Temple,3
Amersham,Tooting Broadway,0
Amersham,Tottenham Court Road,6
Amersham,Tower Hill,1
Amersham,Upton Park,0
Amersham,Uxbridge,2
Amersham,Vauxhall,4
Amersham,Victoria,27
Amersham,Walthamstow Central,0
Amersham,Warren Street,0
Amersham,Warwick Avenue,0
Amersham,Waterloo,15
Amersham,Watford,8
Amersham,Wembley Park,5
Amersham,West Brompton,1
Amersham,West Ham,0
Amersham,West Hampstead,3
Amersham,West Harrow,0
Amersham,Westbourne Park,1
Amersham,Westminster,27
Amersham,White City,1
Amersham,Whitechapel,0
Amersham,Willesden Green,0
Amersham,Willesden Junction,0
Amersham,Wimbledon,0
Amersham,Wood Green,0
Amersham,Wood Lane,4
Anerley,Brockley,4
Anerley,Camden Road,2
Anerley,Canada Water,245
Anerley,Canonbury,1
Anerley,Dalston Junction,5
Anerley,Denmark Hill,1
Anerley,Forest Hill,6
Anerley,Hackney Wick,1
Anerley,Haggerston,2
Anerley,Hampstead Heath,0
Anerley,Highbury & Islington,21
Anerley,Homerton,0
Anerley,Honor Oak Park,3
Anerley,Hoxton,10
Anerley,New Cross Gate,14
Anerley,Norwood Junction,21
Anerley,Peckham Rye,0
Anerley,Penge West,2
Anerley,Rotherhithe,1
Anerley,Shadwell,27
Anerley,Shoreditch High Street,62
Anerley,Surrey Quays,0
Anerley,Sydenham,8
Anerley,Wapping,4
Anerley,West Croydon,130
Anerley,Whitechapel,73
Angel,Acton Town,4
Angel,Aldgate,29
Angel,Aldgate East,11
Angel,Alperton,0
Angel,Amersham,0
Angel,Archway,20
Angel,Arnos Grove,0
Angel,Arsenal,0
Angel,Baker Street,69
Angel,Balham,19
Angel,Bank and Monument,591
Angel,Barbican,1
Angel,Barking,2
Angel,Barkingside,0
Angel,Barons Court,19
Angel,Bayswater,1
Angel,Becontree,1
Angel,Belsize Park,39
Angel,Bermondsey,19
Angel,Bethnal Green,3
Angel,Blackfriars,9
Angel,Blackhorse Road,4
Angel,Bond Street,13
Angel,Borough,67
Angel,Boston Manor,3
Angel,Bounds Green,2
Angel,Bow Road,2
Angel,Brent Cross,3
Angel,Brixton,16
Angel,Bromley-by-Bow,1
Angel,Buckhurst Hill,0
Angel,Burnt Oak,6
Angel,Caledonian Road,4
Angel,Camden Town,74
Angel,Canada Water,11
Angel,Canary Wharf,96
Angel,Canning Town,8
Angel,Cannon Street,1
Angel,Canons Park,0
Angel,Chalfont & Latimer,0
Angel,Chalk Farm,20
Angel,Chancery Lane,2
Angel,Charing Cross,16
Angel,Chesham,0
Angel,Chigwell,0
Angel,Chiswick Park,1
Angel,Chorleywood,0
Angel,Clapham Common,16
Angel,Clapham North,6
Angel,Clapham South,12
Angel,Cockfosters,0
Angel,Colindale,34
Angel,Colliers Wood,4
Angel,Covent Garden,23
Angel,Croxley,1
Angel,Dagenham East,0
Angel,Dagenham Heathway,0
Angel,Debden,1
Angel,Dollis Hill,1
Angel,Ealing Broadway,5
Angel,Ealing Common,0
Angel,Earl's Court,18
Angel,East Acton,4
Angel,East Finchley,12
Angel,East Ham,2
Angel,East Putney,4
Angel,Eastcote,0
Angel,Edgware,14
Angel,Edgware Road,24
Angel,Elephant & Castle,94
Angel,Elm Park,0
Angel,Embankment,12
Angel,Epping,1
Angel,Euston,133
Angel,Euston Square,2
Angel,Fairlop,0
Angel,Farringdon,14
Angel,Finchley Central,22
Angel,Finchley Road,3
Angel,Finsbury Park,4
Angel,Fulham Broadway,11
Angel,Gants Hill,1
Angel,Gloucester Road,11
Angel,Golders Green,39
Angel,Goldhawk Road,2
Angel,Goodge Street,24
Angel,Grange Hill,1
Angel,Great Portland Street,32
Angel,Green Park,71
Angel,Greenford,1
Angel,Gunnersbury,5
Angel,Hainault,0
Angel,Hammersmith,55
Angel,Hampstead,44
Angel,Hanger Lane,0
Angel,Harlesden,0
Angel,Harrow-on-the-Hill,7
Angel,Hatton Cross,1
Angel,Heathrow Terminal 4,0
Angel,Heathrow Terminal 5,3
Angel,Heathrow Terminals 123,7
Angel,Hendon Central,35
Angel,High Barnet,6
Angel,High Street Kensington,20
Angel,Highbury & Islington,1
Angel,Highgate,13
Angel,Hillingdon,0
Angel,Holborn,19
Angel,Holland Park,3
Angel,Holloway Road,0
Angel,Hornchurch,0
Angel,Hounslow Central,1
Angel,Hounslow East,0
Angel,Hounslow West,0
Angel,Hyde Park Corner,8
Angel,Ickenham,0
Angel,Kennington,14
Angel,Kensal Green,0
Angel,Kentish Town,36
Angel,Kew Gardens,3
Angel,Kilburn,1
Angel,Kilburn Park,0
Angel,King's Cross St. Pancras,95
Angel,Kingsbury,0
Angel,Knightsbridge,23
Angel,Ladbroke Grove,10
Angel,Lambeth North,6
Angel,Lancaster Gate,1
Angel,Latimer Road,6
Angel,Leicester Square,22
Angel,Leyton,0
Angel,Leytonstone,1
Angel,Liverpool Street,19
Angel,London Bridge,436
Angel,Loughton,0
Angel,Maida Vale,0
Angel,Manor House,2
Angel,Mansion House,1
Angel,Marble Arch,11
Angel,Marylebone,2
Angel,Mile End,5
Angel,Mill Hill East,14
Angel,Moor Park,0
Angel,Moorgate,192
Angel,Morden,7
Angel,Mornington Crescent,11
Angel,Neasden,2
Angel,Newbury Park,1
Angel,North Acton,2
Angel,North Ealing,0
Angel,North Greenwich,17
Angel,North Harrow,0
Angel,North Wembley,0
Angel,Northfields,1
Angel,Northolt,1
Angel,Northwick Park,3
Angel,Northwood,1
Angel,Northwood Hills,0
Angel,Notting Hill Gate,10
Angel,Oakwood,0
Angel,Old Street,61
Angel,Osterley,1
Angel,Oval,41
Angel,Oxford Circus,131
Angel,Paddington,70
Angel,Park Royal,2
Angel,Parsons Green,8
Angel,Perivale,0
Angel,Piccadilly Circus,39
Angel,Pimlico,25
Angel,Pinner,1
Angel,Plaistow,3
Angel,Preston Road,0
Angel,Putney Bridge,3
Angel,Queen's Park,1
Angel,Queensbury,1
Angel,Queensway,2
Angel,Ravenscourt Park,3
Angel,Rayners Lane,0
Angel,Redbridge,0
Angel,Richmond,2
Angel,Rickmansworth,0
Angel,Roding Valley,0
Angel,Royal Oak,7
Angel,Ruislip,0
Angel,Ruislip Gardens,0
Angel,Ruislip Manor,0
Angel,Russell Square,9
Angel,Seven Sisters,13
Angel,Shepherd's Bush,6
Angel,Shepherd's Bush Market,2
Angel,Sloane Square,16
Angel,Snaresbrook,0
Angel,South Ealing,2
Angel,South Harrow,0
Angel,South Kensington,45
Angel,South Kenton,0
Angel,South Ruislip,0
Angel,South Wimbledon,12
Angel,South Woodford,1
Angel,Southfields,0
Angel,Southgate,2
Angel,Southwark,30
Angel,St. James's Park,14
Angel,St. John's Wood,5
Angel,St. Paul's,4
Angel,Stamford Brook,2
Angel,Stanmore,0
Angel,Stepney Green,1
Angel,Stockwell,13
Angel,Stonebridge Park,0
Angel,Stratford,29
Angel,Sudbury Hill,0
Angel,Sudbury Town,0
Angel,Swiss Cottage,1
Angel,Temple,4
Angel,Theydon Bois,0
Angel,Tooting Bec,10
Angel,Tooting Broadway,29
Angel,Tottenham Court Road,19
Angel,Tottenham Hale,8
Angel,Totteridge & Whetstone,2
Angel,Tower Hill,22
Angel,Tufnell Park,8
Angel,Turnham Green,6
Angel,Turnpike Lane,6
Angel,Upminster,0
Angel,Upminster Bridge,0
Angel,Upney,1
Angel,Upton Park,0
Angel,Uxbridge,8
Angel,Vauxhall,57
Angel,Victoria,189
Angel,Walthamstow Central,3
Angel,Wanstead,0
Angel,Warren Street,16
Angel,Warwick Avenue,0
Angel,Waterloo,80
Angel,Watford,1
Angel,Wembley Central,0
Angel,Wembley Park,7
Angel,West Acton,0
Angel,West Brompton,3
Angel,West Finchley,1
Angel,West Ham,1
Angel,West Hampstead,0
Angel,West Harrow,0
Angel,West Kensington,2
Angel,West Ruislip,0
Angel,Westbourne Park,9
Angel,Westminster,25
Angel,White City,6
Angel,Whitechapel,4
Angel,Willesden Green,0
Angel,Willesden Junction,0
Angel,Wimbledon,1
Angel,Wimbledon Park,0
Angel,Wood Green,3
Angel,Wood Lane,14
Angel,Woodford,0
Angel,Woodside Park,16
Archway,Acton Town,1
Archway,Aldgate,46
Archway,Aldgate East,20
Archway,Alperton,0
Archway,Amersham,0
Archway,Angel,81
Archway,Arnos Grove,0
Archway,Arsenal,0
Archway,Baker Street,22
Archway,Balham,8
Archway,Bank and Monument,336
Archway,Barbican,12
Archway,Barking,0
Archway,Barkingside,0
Archway,Barons Court,11
Archway,Belsize Park,33
Archway,Bermondsey,8
Archway,Bethnal Green,11
Archway,Blackfriars,21
Archway,Blackhorse Road,0
Archway,Bond Street,48
Archway,Borough,36
Archway,Boston Manor,0
Archway,Bounds Green,0
Archway,Bow Road,2
Archway,Brent Cross,2
Archway,Brixton,22
Archway,Bromley-by-Bow,1
Archway,Buckhurst Hill,0
Archway,Burnt Oak,4
Archway,Caledonian Road,0
Archway,Camden Town,163
Archway,Canada Water,8
Archway,Canary Wharf,51
Archway,Canning Town,2
Archway,Cannon Street,3
Archway,Chalfont & Latimer,0
Archway,Chalk Farm,21
Archway,Chancery Lane,48
Archway,Charing Cross,103
Archway,Chiswick Park,1
Archway,Chorleywood,0
Archway,Clapham Common,6
Archway,Clapham North,2
Archway,Clapham South,5
Archway,Cockfosters,0
Archway,Colindale,33
Archway,Colliers Wood,1
Archway,Covent Garden,4
Archway,Croxley,0
Archway,Dagenham Heathway,0
Archway,Debden,0
Archway,Dollis Hill,0
Archway,Ealing Broadway,12
Archway,Ealing Common,0
Archway,Earl's Court,14
Archway,East Acton,2
Archway,East Finchley,62
Archway,East Ham,1
Archway,East Putney,2
Archway,Edgware,10
Archway,Edgware Road,20
Archway,Elephant & Castle,42
Archway,Embankment,53
Archway,Epping,0
Archway,Euston,185
Archway,Fairlop,0
Archway,Farringdon,47
Archway,Finchley Central,187
Archway,Finchley Road,1
Archway,Finsbury Park,0
Archway,Fulham Broadway,12
Archway,Gants Hill,1
Archway,Gloucester Road,12
Archway,Golders Green,14
Archway,Goldhawk Road,0
Archway,Goodge Street,154
Archway,Great Portland Street,1
Archway,Green Park,68
Archway,Greenford,1
Archway,Gunnersbury,2
Archway,Hainault,0
Archway,Hammersmith,48
Archway,Hampstead,51
Archway,Hanger Lane,3
Archway,Harlesden,0
Archway,Harrow-on-the-Hill,2
Archway,Hatton Cross,1
Archway,Heathrow Terminal 4,0
Archway,Heathrow Terminal 5,1
Archway,Heathrow Terminals 123,3
Archway,Hendon Central,15
Archway,High Barnet,79
Archway,High Street Kensington,15
Archway,Highbury & Islington,7
Archway,Highgate,10
Archway,Hillingdon,0
Archway,Holborn,72
Archway,Holland Park,13
Archway,Hounslow Central,1
Archway,Hounslow East,0
Archway,Hounslow West,0
Archway,Hyde Park Corner,6
Archway,Kennington,24
Archway,Kensal Green,0
Archway,Kentish Town,248
Archway,Kew Gardens,0
Archway,Kilburn,0
Archway,Kilburn Park,0
Archway,King's Cross St. Pancras,121
Archway,Kingsbury,0
Archway,Knightsbridge,21
Archway,Ladbroke Grove,8
Archway,Lambeth North,5
Archway,Lancaster Gate,7
Archway,Latimer Road,2
Archway,Leicester Square,132
Archway,Leyton,0
Archway,Leytonstone,0
Archway,Liverpool Street,40
Archway,London Bridge,191
Archway,Loughton,0
Archway,Maida Vale,2
Archway,Manor House,0
Archway,Mansion House,9
Archway,Marble Arch,21
Archway,Marylebone,9
Archway,Mile End,7
Archway,Mill Hill East,128
Archway,Moorgate,250
Archway,Morden,3
Archway,Mornington Crescent,64
Archway,Neasden,1
Archway,Newbury Park,0
Archway,North Acton,6
Archway,North Greenwich,12
Archway,North Harrow,0
Archway,North Wembley,0
Archway,Northfields,0
Archway,Northolt,1
Archway,Northwick Park,3
Archway,Northwood,0
Archway,Northwood Hills,0
Archway,Notting Hill Gate,19
Archway,Oakwood,0
Archway,Old Street,180
Archway,Oval,15
Archway,Oxford Circus,122
Archway,Paddington,45
Archway,Parsons Green,6
Archway,Perivale,0
Archway,Piccadilly Circus,15
Archway,Pimlico,27
Archway,Pinner,0
Archway,Plaistow,0
Archway,Preston Road,0
Archway,Putney Bridge,8
Archway,Queen's Park,0
Archway,Queensway,8
Archway,Ravenscourt Park,3
Archway,Rayners Lane,0
Archway,Redbridge,1
Archway,Regent's Park,0
Archway,Richmond,0
Archway,Rickmansworth,0
Archway,Royal Oak,3
Archway,Ruislip Gardens,0
Archway,Russell Square,12
Archway,Seven Sisters,3
Archway,Shepherd's Bush,20
Archway,Shepherd's Bush Market,1
Archway,Sloane Square,18
Archway,Snaresbrook,1
Archway,South Ealing,2
Archway,South Kensington,56
Archway,South Ruislip,0
Archway,South Wimbledon,1
Archway,South Woodford,0
Archway,Southfields,1
Archway,Southgate,0
Archway,Southwark,11
Archway,St. James's Park,64
Archway,St. John's Wood,4
Archway,St. Paul's,33
Archway,Stamford Brook,1
Archway,Stepney Green,3
Archway,Stockwell,6
Archway,Stonebridge Park,0
Archway,Stratford,10
Archway,Sudbury Hill,0
Archway,Swiss Cottage,0
Archway,Temple,12
Archway,Tooting Bec,1
Archway,Tooting Broadway,9
Archway,Tottenham Court Road,244
Archway,Tottenham Hale,4
Archway,Totteridge & Whetstone,32
Archway,Tower Hill,19
Archway,Tufnell Park,4
Archway,Turnham Green,3
Archway,Turnpike Lane,0
Archway,Upminster,0
Archway,Upton Park,0
Archway,Uxbridge,3
Archway,Vauxhall,63
Archway,Victoria,185
Archway,Walthamstow Central,1
Archway,Wanstead,1
Archway,Warren Street,239
Archway,Warwick Avenue,2
Archway,Waterloo,209
Archway,Watford,0
Archway,Wembley Central,0
Archway,Wembley Park,6
Archway,West Acton,0
Archway,West Brompton,4
Archway,West Finchley,5
Archway,West Ham,0
Archway,West Kensington,2
Archway,West Ruislip,0
Archway,Westbourne Park,4
Archway,Westminster,35
Archway,White City,32
Archway,Whitechapel,8
Archway,Willesden Green,0
Archway,Willesden Junction,0
Archway,Wimbledon,1
Archway,Wimbledon Park,2
Archway,Wood Green,1
Archway,Wood Lane,2
Archway,Woodford,0
Archway,Woodside Park,89
Arnos Grove,Acton Town,1
Arnos Grove,Aldgate,33
Arnos Grove,Aldgate East,8
Arnos Grove,Alperton,1
Arnos Grove,Angel,17
Arnos Grove,Archway,1
Arnos Grove,Arsenal,6
Arnos Grove,Baker Street,32
Arnos Grove,Balham,2
Arnos Grove,Bank and Monument,87
Arnos Grove,Barbican,22
Arnos Grove,Barking,0
Arnos Grove,Barons Court,13
Arnos Grove,Belsize Park,10
Arnos Grove,Bermondsey,1
Arnos Grove,Bethnal Green,2
Arnos Grove,Blackfriars,0
Arnos Grove,Blackhorse Road,14
Arnos Grove,Bond Street,20
Arnos Grove,Borough,8
Arnos Grove,Boston Manor,3
Arnos Grove,Bounds Green,22
Arnos Grove,Brixton,13
Arnos Grove,Bromley-by-Bow,1
Arnos Grove,Burnt Oak,1
Arnos Grove,Caledonian Road,28
Arnos Grove,Camden Town,9
Arnos Grove,Canada Water,1
Arnos Grove,Canary Wharf,37
Arnos Grove,Canning Town,2
Arnos Grove,Cannon Street,1
Arnos Grove,Chalk Farm,4
Arnos Grove,Chancery Lane,25
Arnos Grove,Charing Cross,2
Arnos Grove,Chiswick Park,2
Arnos Grove,Clapham Common,4
Arnos Grove,Clapham North,4
Arnos Grove,Clapham South,1
Arnos Grove,Cockfosters,26
Arnos Grove,Colindale,2
Arnos Grove,Colliers Wood,0
Arnos Grove,Covent Garden,34
Arnos Grove,Dagenham East,1
Arnos Grove,Dagenham Heathway,0
Arnos Grove,Debden,0
Arnos Grove,Dollis Hill,1
Arnos Grove,Ealing Broadway,6
Arnos Grove,Ealing Common,2
Arnos Grove,Earl's Court,21
Arnos Grove,East Acton,3
Arnos Grove,East Ham,3
Arnos Grove,East Putney,3
Arnos Grove,Edgware Road,19
Arnos Grove,Elephant & Castle,10
Arnos Grove,Embankment,2
Arnos Grove,Euston,33
Arnos Grove,Euston Square,8
Arnos Grove,Farringdon,70
Arnos Grove,Finchley Road,2
Arnos Grove,Finsbury Park,91
Arnos Grove,Fulham Broadway,7
Arnos Grove,Gants Hill,0
Arnos Grove,Gloucester Road,19
Arnos Grove,Golders Green,1
Arnos Grove,Goodge Street,3
Arnos Grove,Great Portland Street,17
Arnos Grove,Green Park,58
Arnos Grove,Greenford,1
Arnos Grove,Gunnersbury,10
Arnos Grove,Hainault,0
Arnos Grove,Hammersmith,38
